index	E0000355	E0000361	E0000362	E0000369	E0000376	E0000378	E0000382	E0000393	E0000404	E0000410	E0000416	E0000418	E0000419	E0000420	E0000426	E0000428	E0000432	E0000433	E0000435	E0000442	E0000466	E0000467	E0000471	E0000478	E0000480	E0000482	E0000488	E0000490	E0000495	E0000498	E0000501	E0000502	E0000516	E0000520	E0000521	E0000522	E0000527	E0000531	E0000537	E0000539	E0000540	E0001336	E0001340	E0001346	PV101516	PV101570	PV101581	PV101643	PV101656	PV101894	PV101895	PV101929	PV101945	PV101948	PV101962	PV102349	PV102418	PV102462	PV102474	PV102574	PV102580	PV19497	PV19551	PV19565	PV19588	PV19658	PV19708	PV19755	PV19834	PV19855	PV19856	PV19882	PV19936	PV19942	PV19991	PV20005	PV20541	PV20544	PV20615	PV21638	PV21671	PV21690	PV21772	PV21813	PV21876	PV23791	PV23961	PV24015	PV49580
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_unclassified	0.00021	0	0.00674	0.00012	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00326	0	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0.00019	0	0	0.00028	0	0.71655	0.00503	0	0	0	0.00749	0	0	0	0	0.11533	0	0.00216	0	0	0.00067	0.22896	0.01284	0.24882	0.00116	0.00745	0	0.87154	0	0.30448	0.00092	0	0	0.00026	0.00306	0	0.00045	0.04462	0.00901	0.02145	0	0	0.00712	0.01759	0.00263	0.00019	0	0.05943	0	0	0	0.03276	0.01607	0	0.03145	0.08405	0	0.12189	0	0	0.01243	0	0	0.00333	0.02299	2.76707	0.03089	0.00081	0.05637	0	0	0	0	0.00144	0	0.02169	0.00449	0	0	0	0.00617	0.00347	0.0059	0.00611	0.01469	0.00014	0	0.06458	0.09418
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0.00015	0.02165	0	0.00634	0.05146	0.00868	0.32093	0	0	0.23975	0.00013	0.00531	0	0.01681	0.00291	0	0	0	0.12257	0.3049	0.0017	0.03054	0	0.10018	0.05681	0.01302	0.13517	0.50313	0.08071	0.0044	0	0	0.03895	0.02478	0.07168	0.16563	0.0042	0.00048	0	0.02747	0.23302	0.02453	0.00318	0.00728	0.04437	0	0	0.01737	0.03157	0.03734	0	0.00589	0	0	0.02062	0.00327	0	0	0	0	0.01852	0.0171	0	0.11017	0	0.02295	0.05609	0.05401	0.15689	0.62453	0.07127	0.01947	0.78216	0.01654	0.04586	0.20931	0	0	0	0.00651	0	0.44703	0	0	0.01145	0.02942	0.02543	0.12395	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified	31.27881	7.42293	1.68574	8.6436	9.1296	4.70443	8.43902	0.00085	0.10398	5.80162	10.79455	11.15463	16.99782	10.34216	9.358	3.9009	0	1.22066	8.28893	7.21809	5.25592	7.31325	6.65875	0.92382	14.38623	6.04172	17.68287	0.22834	8.3423	3.73624	1.6744	10.6857	2.10766	1.89833	3.14404	9.94665	6.22644	7.92277	1.42398	0.27437	0	5.59445	17.06404	7.00196	1.14126	0.10928	0	0.41727	2.04383	0.54883	12.70837	0.02714	3.68545	2.1227	0.23098	2.7844	4.2108	5.52064	6.48543	2.62233	4.75971	0	12.82133	8.37577	7.95092	4.63425	5.33624	10.51258	5.57166	0.79986	2.23054	7.7391	11.13027	4.25168	2.70697	6.64824	0.58886	6.5551	0.36501	2.02822	3.60154	0	9.36797	3.70789	2.47053	5.00567	11.64443	3.36965	8.59455
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis|t__Bacteroides_massiliensis_unclassified	10.68841	4.37802	0.99526	1.2579	5.14115	7.85344	8.87329	0	16.39983	0	0	6.81281	0	0	0	4.2056	0	1.42849	9.95079	0	0	0	0	0.45429	0	1.30518	0	0	0	0	0	2.62998	8.57642	0	0	0	0	2.2862	0.65908	14.11382	0	0	10.64132	0	0	20.70662	0	1.81566	0	2.07823	7.31843	17.11692	1.36667	1.39428	0	0	0	5.26465	0	0	0	0	13.56515	0	7.36731	15.84534	0	0	0	0	1.15293	2.44517	14.78994	8.09726	0	0	0.01853	0	27.96246	1.49285	0	0	23.89242	0	0	0	0	8.61184	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185	9.76221	0.39685	0	1.4948	0.96855	1.29545	7.46465	0	0	4.03375	2.75896	3.92135	0	0	0.38818	1.21518	0	0	1.21383	9.34515	1.89563	4.51945	0.09247	0.71554	0	1.35014	1.31655	0	4.28336	4.07036	0	5.03711	0	1.53684	1.83239	0.09919	0.55761	0.3902	0.08167	0	0	1.53229	4.43084	4.56693	0.05145	0	0	0.36356	0.58191	1.49201	2.14701	0	0	1.67998	0.00249	1.48301	0	0.93622	0.15198	0.80501	0	0	0.25424	0.368	0.24664	0	0.14076	0.00237	2.46451	0.48463	0.03154	0.02624	10.12561	1.19335	0.94725	0	0.07486	0.04949	0	0.18586	4.09811	0	2.51667	0.23065	0.74164	0.23386	0	3.94972	0.01222
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Bacteroides_vulgatus_unclassified	6.3814	1.58826	18.96377	1.54547	6.32642	5.14866	2.1041	0	5.87801	10.68058	0.53336	3.41678	0	5.24714	0	1.01484	0	0.49776	5.06821	9.06232	2.7992	5.08863	1.45004	0	2.16811	0.73377	8.39187	17.68403	6.51281	1.74641	0	0.75209	25.7176	0.61692	3.22951	1.67507	2.48092	2.07371	1.02091	1.0029	0.30374	8.44432	3.47871	0.08817	1.76309	5.7125	2.2158	0.30351	0	0.17409	2.45928	9.20082	1.91509	0.38972	0.0366	1.90573	13.98042	11.00353	0	0.11315	5.4703	2.2197	4.01447	2.02895	2.81659	1.28929	2.44054	3.25617	0.96169	4.08957	7.84883	0.33734	4.93281	0.84968	2.73719	8.29849	0.4447	21.14894	9.91886	0.41053	0.05929	60.79239	0	0.24861	0.24029	0.69588	2.01119	22.41273	2.31362
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__Ruminococcus_lactaris_unclassified	4.05424	1.51862	0	0	0	0	1.33104	0	0	1.34827	0	1.52376	0	0.82231	0	0	0	0	0	0	1.53232	0	0.42401	0	0.17137	0	0	0	0.39201	0.32455	0	0	0	0	0	0	0.01694	0.05123	0.09374	0	0	0	1.60658	0	0.61331	0.67762	0	0.96372	0	0	0	0	0.03373	0	0	0.45558	1.81423	0	0	0	0	0	0	0	0.00798	0	0.24795	1.0401	0.75121	0	0	0.27485	0	0	2.41253	1.18889	0	0	0	0	1.91313	0	0	0.14014	0	0.44017	0	0	0.75054
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__Bacteroides_uniformis_unclassified	3.81714	7.33404	0.07183	1.20322	3.44707	13.48513	1.08036	0	12.01144	2.94791	0.30032	4.95285	0.50392	0	0.62532	0.20317	16.75619	0.12602	8.3661	3.11506	0.63589	0.47221	3.29539	0.24807	9.81451	0.29008	3.95075	0.08361	2.62091	0.36153	1.3038	4.17941	9.71523	0.10915	1.261	3.00068	9.69568	4.47381	0.46688	6.90325	5.88105	3.10295	1.79965	0.39033	0.98904	13.46385	0.10002	1.12166	1.97972	0.39647	1.17182	0.89973	0.77737	0.2899	0.09956	0.21535	7.62611	0.25927	7.99417	0.03661	7.70322	0.21181	1.06634	0.85005	0.05114	1.97307	0.2045	10.50234	0.62025	15.8953	21.76328	12.63278	4.02034	0.48042	8.83639	5.01213	0.01655	2.71655	7.03232	0.25499	0.71722	0	4.16306	4.86186	0.71064	0.03962	1.78099	0.3008	1.07283
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__GCF_000174195	2.85775	0.04594	0.93914	3.80226	0.02406	1.92813	0.7658	0	1.74454	1.54767	0.27329	6.83214	1.65334	4.81255	7.48349	0.63465	0	0.63668	3.44883	0.73643	5.33887	12.11372	0.18105	0.4661	2.46132	0.85844	0.03532	0	2.78742	2.51135	14.46152	2.59544	0	1.42354	0.05736	5.04005	0.41362	1.7129	0.18003	0	0	1.69991	1.41921	0.73724	0.00746	0	0	1.29461	1.92862	0.96968	2.57754	0	0.80079	0.89431	1.40438	0.4828	27.24401	8.95262	0.23072	0.10766	2.85067	0	0.0248	0.06181	6.4446	0	0.32804	5.41477	3.14749	0	0.12522	1.01553	4.64328	2.94908	0.82384	0.47589	1.16023	0.22598	1.06658	1.9747	0.51	0	2.95095	0.114	0.32844	1.1598	2.743	1.53411	0.60256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875	2.78414	0.99214	0.37288	0.18135	0	0	0.78259	0	0	0	0.10551	0.76062	0	0	0.37254	0	0	0	0.46951	0	0	0.29404	0.41284	0	0.14746	0.12038	1.04776	0	0	0.67084	0	0	0	0.17315	0	0	0.2572	0.30469	0.01229	0	0	0.51191	0.83336	0	0	1.90023	0.16134	0.2055	0.61664	0	0	0	0	0	0	0.45197	0	0	0	0.10931	1.94158	0	0	0.67473	0.63766	0.3701	0.50162	0.93589	0.18574	0	0	0.03066	0	0	0.04854	0	0.18686	0	0.17243	0	0.21855	0	0.91975	0	0.12407	0	0.29966	0	2.4364
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__GCF_000173435	2.23523	0.00434	0.01244	0	0.46591	0.08223	0	1.52973	0.2162	0.02936	0.09587	0.1735	0	0.64978	0.2269	0	0	0.21308	0.57809	0.0883	0.21025	0	0.07078	0	0.10983	0.21792	2.28026	0	0.44625	0	0	0.73062	0.4089	0.00021	0	0.06719	0.04877	0.1093	0	0	0	0.94431	0	0	0	0	0	0	0	0.10999	1.41678	0	0	0.08369	0.02816	0	0.88075	0.00651	1.00126	0.03374	1.0315	0	3.31084	0.03692	0	0	0	0.0175	0	0.49203	0	0.04467	0	0	1.28687	0	0.07035	0	0.13604	0	0	0.31361	0.01329	0.19574	0	0	0.05424	0.01407	0.02892
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__Bacteroides_eggerthii_unclassified	2.02351	3.16481	0	0.15437	12.52778	0	0.10603	0	0	0	0	0	0	0	0	0	0	0.04355	0	0	0	0	0	14.31901	0	0.01727	0	4.75845	4.5549	0.00205	5.57864	0	0	0	0	0.00172	0	0	0.0314	2.96079	0	0	0	0	0.41606	0	0	0.02487	0	0	0	0	0.00092	0.35606	0	0.26618	0	0.03285	0	0	0	0	0	0	0	0	0	0	0.29886	0	0	0.11811	0	1.38172	0	0.27265	0	0	0	0.02238	0.02653	0	0	1.71116	0.52487	0.00296	0	0	19.22421
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__Bacteroides_ovatus_unclassified	1.16215	0.07055	0.02393	0.13027	0.86584	1.01132	0.75887	0	1.68144	11.71848	0.82554	0.97011	10.74732	9.68281	4.45594	0.59276	0.00263	0	0.7429	5.32831	0.81991	5.2484	1.03778	2.22368	0.77056	0.45974	0.46842	10.44764	3.50756	0.12531	1.24091	1.0269	0.23189	0.18932	1.27115	0.66604	0.97863	1.09966	0.00787	0.86746	1.59128	0.11196	2.18103	0.60655	1.95158	0.36759	7.76739	0.20343	1.01956	1.43936	0.06545	0	0.49498	0.16921	1.45797	0.22931	4.82769	0.44999	4.01399	0.05692	0.08811	0.41438	0.09815	3.50116	0.02465	4.9783	1.23239	0.05138	0.24318	8.22725	3.29771	0.42812	0.05355	0.52282	0.67091	2.70843	0.06271	10.51347	0.01708	0.06644	0.06588	2.90527	0.63241	3.87173	0.55065	0.27411	0.02211	0.80336	0.0929
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__Streptococcus_salivarius_unclassified	1.02079	0.18588	0.67902	0.09208	0.10347	0.14021	4.34086	0.07835	0.0447	0.04511	0.37446	0.02901	0.09046	0.07043	0.01703	0.00074	0	0.03061	0.00531	0.00798	0.53864	0.09249	0.00357	0.21148	0.00083	1.04519	0.06182	0.08092	0.05697	5.3929	0.06893	0.05654	0.03792	0.66354	0.02139	0	0.03279	0.13158	0.03157	0	0.01349	0.20365	0.05997	0.13277	0.1558	0.03345	0	0	1.04104	0.13881	0.01095	0.26098	0.02904	0.11697	0.05841	10.42899	0.50951	0.01397	0.03067	0.48047	0.50275	0.03409	0	0.01639	0.10892	0.00421	0.01194	0.03951	0.01142	0.04347	0.03538	0	0.85821	0.00243	0.24011	0.00073	0.01127	0.02462	0	0.1228	0.51504	0.03578	0.05299	0.05453	0.80956	0.12391	0.04241	0.25713	0.02459
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	1.0127	0.05097	1.11426	0.07642	0.75851	0.15767	0.12764	2.69234	0.54002	0.01939	0	0	0.0869	0.14285	0.40281	0.77952	5.59493	0.00977	0.27987	1.09371	0.03538	0.26668	0.02107	0.0054	0.0192	0	0.07692	6.09371	0.63161	0	8.77019	0.00037	1.15228	0	1.54613	2.20525	0	0.04782	0	2.06846	11.90169	0.31054	0.78468	0.12311	0.12128	0.35501	0.41621	0.0094	0.2389	0.03441	0	1.081	0.02442	0	0.393	0.33342	1.64206	0.26276	0.57863	0	1.57622	1.44627	0.02234	0	0.3133	0.22454	0.14105	1.5628	0.53443	1.45475	0.2412	0.10862	0.23724	0.30173	0.02976	1.32716	0	0.2808	0.09919	0.03761	0	0.35755	0	0.04207	0	0.02885	0.08758	0.06082	0.0041
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465	0.99099	7.73359	0	5.61043	5.54538	0.00075	11.34403	0	0	0	0	6.30742	0	0	8.73451	2.17227	0	0.49	4.21248	0	3.82403	9.61861	3.39726	2.18299	9.63383	5.28992	2.96729	12.28741	0	0.90169	0.65997	3.71814	0	0.80354	0	0	1.57493	0	1.64581	0	0	6.50705	5.90443	0.0452	12.49832	5.04697	10.84115	0.10799	0	7.18747	0.76218	3.18056	7.11926	4.53958	0	0.05524	0	0	0	0.09254	0	0	3.65813	12.52093	0.27259	14.43564	10.79145	2.15527	0.19413	14.14053	0	16.53144	0.05773	6.56292	13.30442	14.92198	0	0	0	0.67782	0	0	0.02582	4.75906	2.91942	0.64801	11.74728	0	0.90675
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__Veillonella_parvula_unclassified	0.96065	0.0492	0.09707	0.01586	0.0107	0.0058	0.07934	0.01046	0.01184	0.00314	0.01593	0	0.01253	0.06339	0.05041	0	0.07323	0.00483	0	0.00204	0.12545	0.02962	0.0016	0	0	0.02272	0.00167	0	0.00073	0.06546	0.00664	0.02227	0.00875	0.20731	0.0138	0.00657	0	0.05351	0.00681	0.06049	4.45579	0.00932	0	0.0105	0	0	0	0	0	0	0	0.02069	0	0	0	0.00146	0.0315	0.06726	0.00185	0.00071	0.03198	0.03769	0.01244	0	0	0.08262	0.00319	0	0.00054	0	0.0633	0	0.04882	0	0	0	0	0	0	0	0.021	0.05282	0.00124	0.00949	0.01146	0.00102	0.0651	0.01308	0.00099
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus|t__GCF_000468015	0.91554	0.52169	0	0.62424	0.05417	2.06738	0.00371	0	0	0	0.89032	0.10043	0	0	0	0	0	0	0.00394	0	0	0.0565	0.08593	0.00564	0.85237	1.51202	0	0	0.01062	1.09443	0	1.17676	0	0.00016	0	0.04889	0.02677	0	0.02067	0	0	0	0.16756	1.02353	0.08327	0	0	0.13701	0	0.17431	0	0	0	0	0	0.17094	0	0.0304	0	0.45438	0	0	0.0104	0.31321	0.11057	0	0.00419	0.38023	0.03001	0	0.00798	0	0	1.95029	0.16546	0.08175	0.00366	0.46769	0	0	0.51806	0	0.34393	0.44518	0.05757	0	0.31749	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50|t__GCF_000154245	0.88698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96027	0	0	0	0	0	0	0	0	0	0	5.82674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis|t__GCF_000378365	0.7888	0	0.2511	0	0.65659	0.39729	0	0	0	0	0	0	0	1.27559	0.66582	0	0	1.22219	2.16508	0	1.06857	0	0.73107	0.00077	0	0	0.08846	0	1.23273	0	0	0	0	0	0.76541	0	0	0	0.12483	0	0	0	0.60243	0.00449	0.03952	0	0	0.00293	0.47899	0.36412	0	3.82019	0	0.43667	0	0	0.47655	0.15512	0.71758	0.02008	0.15531	0.33637	0.20147	0	0	0.4764	1.12068	0	0	0	0.58661	1.18364	0	0	0	0.15158	0	4.65247	0	0	0	0	0.06657	2.8771	0	0	0.08769	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0.73976	0.33807	0.79371	0.05676	0.2014	0.32329	0.26962	0.08589	0.40427	0.51519	0.77609	0.34929	0.18207	0.63336	1.14294	0.08322	1.67076	0.08241	1.09737	0.09406	0.27602	3.33814	0.12162	2.26665	0.36935	0.18052	0.02503	0.2746	0.97355	0.19148	0.23698	0.20841	0.32621	0.07944	1.61808	0.88979	0.76501	0.2764	0.13085	10.51371	0.31436	0.43862	0.63133	0.04847	0.18617	0.14248	1.33511	0.3103	3.58226	0.00738	3.76626	1.25775	0.88002	1.02381	0.5038	0.21183	0.84489	1.10238	0.90141	0.11163	0.20514	0.35833	1.81297	0.43551	0.93907	2.61175	1.27555	3.09979	0.81006	0.07177	0.46031	2.46169	2.19251	0.9049	0.49476	1.0365	0.49427	1.79413	0.40526	0.16245	0.62543	0.0087	0.22905	0.09316	0.02877	1.28113	0.05719	0.59234	0.41151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA|t__GCF_000159975	0.71437	0	0	0.22172	0.53042	0.72977	0	0	0	0.56033	0.7924	2.67116	3.36015	1.49527	0	1.05622	0	0.78349	0.89193	0.68377	1.91299	0	1.08823	0	1.4063	1.55784	3.15569	0	1.73949	0	0	0.5422	0	0.51769	0.83123	3.59812	1.04698	1.05781	0.20388	0	0	0.81257	1.01646	0.33766	0.64654	0.25321	1.49523	0	0.77273	0	2.12101	0	0	0	0	0.37182	1.64471	0	1.45852	0.82279	0	0	0	1.50501	0.82423	0	0.5239	0.92573	0	0	0.71004	0	0.31431	0.17716	0	0	0	0	0	0.27615	0	0	0.90849	0	0.69977	0.53269	0	0	1.35607
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345	0.65354	0.01484	0.00963	0.13334	0.00999	0.02541	0.11899	0	0	0.06614	0.09081	0	0.38838	0	0.01235	0.11095	0	0.03216	0.17338	0.01527	0.01019	0.01958	0.00898	0.0134	0.00905	0.00033	0	0	0.0193	0.00844	0	0.0704	0	0.00397	0	0.01668	0.14043	0.03805	0.02478	0	0	0.06877	0.01804	0.06384	0.0779	0.08293	0.02293	0.09639	0.17455	0.00565	0.10512	0	0	0.00568	0	0.08468	0.03199	0	0.06062	0.02357	0	0	0.0442	0.67331	0.01353	0.00673	0.06849	0	0.11495	0	0.12499	0	0	0.00175	0.08453	0.00187	0.00127	0	0.01758	0.03705	0.00881	0	0.13793	0	0.00113	0.00965	0.00685	0	0.03068
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035	0.60507	0	0.11332	0.43304	2.80698	0.06458	0.2285	0	0	0	0.92267	0.93801	0	0	0	0.52304	0	0.31551	0.44183	0.24851	0.59443	0.72504	0.48101	2.7786	0	0.10497	0	0	0.30243	0.70104	0.61852	0	0.46271	0	0.25535	0.6778	0	0	0.11267	0	0	0.24199	0.43093	0.91389	0.97016	0.00392	0	0.36983	0	0.18617	1.65476	0.41479	0.1209	0.27244	0.29555	0.54257	0.96658	0.07848	0.44086	0.53682	0.09198	0.87004	0.12035	0.07759	0.2516	0	2.25527	4.77826	0.63225	0	0	0.10139	0.06115	0	1.41965	0	0.41767	0	0.14233	0.15199	0.83615	0	0.65883	0.09632	0.24242	0.57753	0.59173	0	0.04055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified	0.5265	0.17236	0	0.47571	0.33888	0.25461	0.27547	0	0	0.54457	0.59314	0.54098	0.51372	0	0.20972	0.71239	0	0.24915	0.30586	0.29539	0.31893	0.56312	0	0.27352	0.1039	0.2727	0	0.54452	0.31423	0.23202	0.09235	0.25739	0.3116	0.10072	0.60372	0.37971	0.75375	0.18993	0.03851	0	0	0.35047	0.32766	0.29863	0.67024	0	0	0.27944	1.23334	0.02714	1.1644	0	0.16188	0.2935	0.07269	1.09581	0.43913	0.42753	0	0.22859	0.15964	0	0.10118	0.56145	0.27731	0	0.50096	0.26967	0.36119	0	0.08684	0.12384	0.09513	0	0.0288	0.28123	0.45911	0	0.04923	0.14859	0.30886	0	0.441	0.04627	0.0826	0.29575	0.18185	0.20883	0.07576
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified	0.51566	0.02205	0.06517	0.27505	0.39358	0.00782	0.7187	0.01373	0	0.00047	0.19062	0.16534	0.29401	0.37026	0.1962	0.09813	0.34958	0.00744	0.03911	1.06793	0.76979	0.96185	0.17519	0	0.02715	0.31176	0.00416	0	0.00949	0.06628	0.88608	0.0005	0	0.18627	1.3913	1.12839	0	0.66476	0.18866	0.11819	0.06576	0.31549	0.00875	0.14756	0	0	0	0	0	0.01128	0	0.00481	0.00497	0.38633	0.0481	0.01015	0.79772	7.15433	0.04953	0.00995	0.23244	0.02751	0.02212	0	0.21499	0	0.263	0.2186	0	0	0.03149	0	2.0841	0	0.00214	0	0	0.18186	0.013	0	0.83209	0.02042	0.03571	0	0.01682	0.00135	0.43865	0.11973	0.01149
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__Bacteroides_dorei_unclassified	0.49772	0	0	0.13659	0	2.14909	0	0	10.9898	0	0	0.08185	10.59336	3.54196	6.81435	1.15638	53.89719	0.07547	0.80089	0	0.42414	15.56193	0.00161	15.84545	3.93615	0	0.46236	1.88903	0	0.09899	29.95079	0	0	0.28287	1.12113	0.46971	0.00205	0	0.01823	1.44399	45.22717	0.90525	2.17205	0.26791	0	0.00257	0	0.16055	10.82895	0	0.66372	6.05927	6.77844	1.20142	0	0.02152	0	0.01026	32.9937	0	0.04283	0	1.96353	0.02445	0	10.66178	0.39774	0	0.17808	0	7.14504	0.86991	0	4.89829	0	1.54652	0	0	0	0.08505	0.32296	0	26.51814	4.64027	0.1981	0.31459	0	0	13.80372
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__Veillonella_atypica_unclassified	0.41696	0.00572	0.03733	0.01608	0.02496	0	0.13205	0.00475	0	0.00937	0.10903	0	0	0.00897	0	0	0.00294	0.00133	0	0	0.03464	0	0	0	0	0.02113	0	0	0	0.03496	0	0	0	0.01932	0	0	0	0	0	0	0	0.03329	0	0	0	0	0	0	0	0	0	0.01258	0	0	0	0.0097	0.00775	0	0	0.01907	0	0.04816	0	0	0	0.003	0	0	0	0	0	0	0.19188	0	0	0	0	0	0	0	0.00905	0	0	0.00423	0.00352	0.0225	0.06597	0.07754	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0.37765	0.80554	0.04884	0.53369	0.16665	0.41603	0.25874	0.01223	0.03374	0.27915	1.04768	0.21215	0.88177	0.23145	0.0724	0.12119	0.00153	0.44477	1.26155	0.12777	0.22105	0.75974	0.42563	1.06012	0.33581	0.31456	0.0154	0	0.2483	0.19335	0.02809	0.4358	0.30523	0.15673	0.34306	0.33444	0.52496	0.36539	0.09621	0.01409	0	0.42659	0.37021	0.31352	0.92059	0.39949	0.12172	0.25759	0.76785	0.11243	1.99445	0.39	0.16523	0.24697	0.05	0.54063	0.53226	0.26767	0.58445	0.15878	0.5148	0	0.00977	0.14426	0.44717	0.05883	0.1516	0.38916	0.27313	0.00265	0.33079	0.15979	0.09039	0.31363	0.55779	0.06018	0.08868	0.07959	0.07922	0.10307	0.41715	0.00553	0.80857	0.03273	0.14544	0.41853	0.43758	0.53498	0.57524
